cuisine	types	name	ingredients	difficulty	health_banners	instructions	link
	['afternoon-tea', 'dessert', 'treat']	Chocolate cupcakes	['100g plain flour', '20g cocoa powder', '140g caster sugar', '1½ tsp baking powder', '40g unsalted butter (at room temperature)', '120ml whole milk', '1 egg', '¼ tsp vanilla extract', 'buttercream', 'chocolate vermicelli (optional)']	Easy	['Vegetarian']	['Heat oven to 180C/160C fan/gas 4. Put the flour, cocoa powder, sugar, baking powder, a pinch of salt and the butter in a free-standing electric mixer with a paddle attachment (or use a handheld electric whisk). Beat on a slow speed until you get a sandy consistency and everything is combined.', 'Whisk the milk, egg and vanilla extract together in a jug, then slowly pour about half into the flour mixture. Beat to combine and turn the mixer up to high speed, scraping any mixture from the side of the bowl with a rubber spatula. Pour in the remaining liquid and continue mixing for a couple more minutes until the mixture is smooth. Do not overmix.', 'Spoon the mixture into the paper cases until approximately two-thirds full. Bake in a preheated oven for 20-25 minutes, or until the sponge bounces back when touched and a skewer inserted into the centre comes out clean.', 'Leave the cupcakes to cool slightly in the tray before turning out onto a wire cooling rack to cool completely. Meanwhile, make chocolate buttercream or plain buttercream and spread it over the cakes with a palette knife, or use a piping bag. Scatter over chocolate vermicelli, if you like.']	https://www.bbcgoodfood.com/recipes/amazing-chocolate-cupcakes
['thai']	['dinner', 'main-course']	Superhealthy salmon burgers	['4 boneless, skinless salmon fillets, about 550g/1lb 4oz in total, cut into chunks', '2 tbsp Thai red curry paste', 'thumb-size piece fresh root ginger, grated', '1 tsp soy sauce', '1 bunch coriander, half chopped, half leaves picked', '1 tsp vegetable oil', 'lemon wedges, to serve', '2 carrots', 'half large or 1 small cucumber', '2 tbsp white wine vinegar', '1 tsp golden caster sugar']	Easy	['Freezable', 'Dairy-free', 'Egg-free', 'Healthy', 'High-protein', 'Keto']	['Tip the salmon into a food processor with the paste, ginger, soy and chopped coriander. Pulse until roughly minced. Tip out the mix and shape into 4 burgers. Heat the oil in a non-stick frying pan, then fry the burgers for 4-5 mins on each side, turning until crisp and cooked through.', 'Meanwhile, use a swivel peeler to peel strips of carrot and cucumber into a bowl. Toss with the vinegar and sugar until the sugar has dissolved, then toss through the coriander leaves. Divide the salad between 4 plates. Serve with the burgers and rice.']	https://www.bbcgoodfood.com/recipes/superhealthy-salmon-burgers
	['dinner', 'lunch', 'supper']	Vegan jambalaya	['2 tbsp olive oil', '1 large onion (180g), finely chopped', '4 celery sticks, finely chopped', '1 yellow pepper, chopped', '2 tsp smoked paprika', '½ tsp chilli flakes', '½ tsp dried oregano', '115g brown basmati rice', '400g can chopped tomatoes', '2 garlic cloves, finely grated', '400g butter beans, drained and rinsed', '2 tsp vegetable bouillon powder', 'large handful of parsley, chopped']	Easy	['Dairy-free', 'Gluten-free', 'Healthy', 'Vegan', 'Vegetarian']	['Heat the oil in a large pan set over a high heat and fry the onion, celery and pepper, stirring occasionally, for 5 mins until starting to soften and colour.', 'Stir in the spices and rice, then tip in the tomatoes and a can of water. Stir in the garlic, beans and bouillon. Bring to a simmer, then cover and cook for 25 mins until the rice is tender and has absorbed most of the liquid. Keep an eye on the pan towards the end of the cooking time to make sure it doesn’t boil dry – if it starts to catch, add a little more water. Stir in the parsley and serve hot.']	https://www.bbcgoodfood.com/recipes/vegan-jambalaya
['moroccan']	['main-course', 'supper']	Squash, chicken & couscous one-pot	['2 tbsp harissa paste', '1 tsp each ground cumin and ground coriander', '2 red onions, halved and cut into thin wedges', '2 skinless chicken breasts, cut into bite-sized chunks', '1 small butternut squash, cut into 1cm chunks (no need to peel)', '2 x 400g cans tomatoes', '2 lemons, zested and juiced', '200g cherry tomato, halved', '140g couscous', 'small bunch coriander, roughly chopped']	Easy	['Freezable', 'Healthy']	['Heat a large non-stick casserole dish or pan on the hob. Add the harissa, spices and onions, stir and cook gently for 10 mins until soft. Add chicken and brown for 5-10 mins. Add squash, stirring to combine, and a splash of water if it starts to stick. Cook for 5 mins more.', 'Tip canned tomatoes into the pan with ½ can of water, cover and simmer for 20-30 mins. Add the lemon zest and juice, cherry tomatoes, couscous and seasoning. Cover and turn off the heat. Leave on the hob for 10 mins, then stir through the coriander and serve.']	https://www.bbcgoodfood.com/recipes/squash-chicken-couscous-one-pot
['british']	['afternoon-tea', 'treat']	Double chocolate loaf cake	['175g softened butter, plus extra for greasing', '175g golden caster sugar', '3 eggs', '140g self-raising flour', '85g ground almonds', '½ tsp baking powder', '100ml milk', '4 tbsp cocoa powder', '50g plain chocolate chip or chunks', 'few extra chunks white, plain and milk chocolate, for decorating']	Easy	['Freezable (Can be frozen un-iced)']	['Heat oven to 160C/140C fan/gas 3. Grease and line a 2lb/900g loaf tin with a long strip of baking parchment. To make the loaf cake batter, beat the butter and sugar with an electric whisk until light and fluffy. Beat in the eggs, flour, almonds, baking powder, milk and cocoa until smooth. Stir in the chocolate chips, then scrape into the tin. Bake for 45-50 mins until golden, risen and a skewer poked in the centre comes out clean.', 'Cool in the tin, then lift out onto a wire rack over some kitchen paper. Melt the extra chocolate chunks separately in pans over barely simmering water, or in bowls in the microwave, then use a spoon to drizzle each in turn over the cake. Leave to set before slicing.']	https://www.bbcgoodfood.com/recipes/double-chocolate-loaf-cake
['british']	['side-dish']	Cauliflower cheese	['1 large cauliflower (leaves cut off), broken into pieces', '500ml milk', '4 tbsp flour', '50g butter', '100g strong cheddar, grated', '2-3 tbsp breadcrumbs, if you have them']	Easy	['Vegetarian']	['Bring a large saucepan of water to the boil, then add 1 large cauliflower, broken into pieces, and cook for 5 mins – lift out a piece to test, it should be cooked.', 'Drain the cauliflower, then tip into an ovenproof dish. Heat oven to 220C/200C/gas 7.', 'Put the saucepan back on the heat and add 500ml milk, 4 tbsp flour and 50g butter.', 'Keep whisking fast as the butter melts and the mixture comes to the boil – the flour will disappear and the sauce will begin to thicken. Whisk for 2 mins while the sauce bubbles and becomes nice and thick.', 'Turn off the heat, stir in most of the 100g grated cheddar cheese and pour over the cauliflower. Scatter over the remaining cheese, and 2-3 tbsp breadcrumbs if using.', 'Put in the oven and bake for 20 mins until bubbling.']	https://www.bbcgoodfood.com/recipes/cauliflower-cheese-0
['british']	['dessert']	Apple & blackberry crumble	['120g plain flour', '60g caster sugar', '60g unsalted butter at room temperature, cut into pieces', '300g Braeburn apple', '30g unsalted butter', '30g demerara sugar', '115g blackberries', '¼ tsp ground cinnamon', 'vanilla ice cream, to serve']	Easy	['Freezable']	['Heat oven to 190C/170C fan/gas 5. Tip 120g plain flour and 60g caster sugar into a large bowl.', 'Add 60g unsalted butter, then rub into the flour using your fingertips to make a light breadcrumb texture. Do not overwork it or the crumble will become heavy.', 'Sprinkle the mixture evenly over a baking sheet and bake for 15 mins or until lightly coloured.', 'Meanwhile, for the compote, peel, core and cut 300g Braeburn apples into 2cm dice.', 'Put 30g unsalted butter and 30g demerara sugar in a medium saucepan and melt together over a medium heat. Cook for 3 mins until the mixture turns to a light caramel.', 'Stir in the apples and cook for 3 mins. Add 115g blackberries and ¼ tsp ground cinnamon, and cook for 3 mins more.', 'Cover, remove from the heat, then leave for 2-3 mins to continue cooking in the warmth of the pan.', 'To serve, spoon the warm fruit into an ovenproof gratin dish, top with the crumble mix, then reheat in the oven for 5-10 mins. Serve with vanilla ice cream.']	https://www.bbcgoodfood.com/recipes/apple-blackberry-crumble
['brazilian']	['afternoon-tea', 'snack', 'treat']	Pineapple upside-down cake	['50g softened  butter', '50g light soft brown sugar', '7 pineapple rings in syrup, drained and syrup reserved', '7 glacé cherries', '100g softened  butter', '100g golden caster sugar', '100g self-raising flour', '1 tsp baking powder', '1 tsp vanilla extract', '2 eggs']	Easy	['Freezable']	['Heat oven to 180C/160C fan/gas 4.', 'For the topping, beat 50g softened butter and 50g light soft brown sugar together until creamy. Spread over the base and a quarter of the way up the sides of a 20cm round cake tin. Arrange 7 pineapple rings on top (reserving the syrup for later), then place 7 glacé cherries in the centres of the rings.', 'Place 100g softened butter, 100g golden caster sugar, 100g self-raising flour, 1 tsp baking powder, 1 tsp vanilla extract and 2 eggs in a bowl along with 2 tbsp of the reserved pineapple syrup. Using an electric whisk, beat to a soft consistency.', 'Spoon into the tin on top of the pineapple and smooth it out so it’s level. Bake for 35 mins. Leave to stand for 5 mins, then turn out onto a plate. Serve warm with a scoop of ice cream.']	https://www.bbcgoodfood.com/recipes/pineapple-upsidedown-cake
	['dinner', 'lunch', 'supper']	Vegan jambalaya	['2 tbsp olive oil', '1 large onion (180g), finely chopped', '4 celery sticks, finely chopped', '1 yellow pepper, chopped', '2 tsp smoked paprika', '½ tsp chilli flakes', '½ tsp dried oregano', '115g brown basmati rice', '400g can chopped tomatoes', '2 garlic cloves, finely grated', '400g butter beans, drained and rinsed', '2 tsp vegetable bouillon powder', 'large handful of parsley, chopped']	Easy	['Dairy-free', 'Gluten-free', 'Healthy', 'Vegan', 'Vegetarian']	['Heat the oil in a large pan set over a high heat and fry the onion, celery and pepper, stirring occasionally, for 5 mins until starting to soften and colour.', 'Stir in the spices and rice, then tip in the tomatoes and a can of water. Stir in the garlic, beans and bouillon. Bring to a simmer, then cover and cook for 25 mins until the rice is tender and has absorbed most of the liquid. Keep an eye on the pan towards the end of the cooking time to make sure it doesn’t boil dry – if it starts to catch, add a little more water. Stir in the parsley and serve hot.']	https://www.bbcgoodfood.com/recipes/vegan-jambalaya
	['dinner', 'supper']	Chorizo, orzo & sweetcorn summer stew	['1 tsp olive oil', 'bunch of  spring onions, sliced, green and white parts separated', '1 red pepper, cut into small cubes', '50g chorizo, cut into small cubes', '1 garlic clove, crushed', '75g orzo', '½ tsp  smoked paprika', '200g can  sweetcorn, drained', '1 large  tomato, chopped', '350ml low-salt chicken or  vegetable stock', '½ small bunch of  parsley, chopped', '½  lemon, zested and juiced']	Easy	['Healthy']	['Heat the oil in a deep frying pan and fry the white parts of the spring onions, the peppers and chorizo for 8 mins, until the peppers are soft and the chorizo is just golden.', 'Stir in the garlic, orzo, paprika, sweetcorn and tomato, and fry for 2-3 mins more. Pour in the stock. Bring to a simmer and cook for 8-10 mins, stirring often, until the orzo is tender. Stir in the parsley, the green parts of the spring onions, and the lemon juice and zest.']	https://www.bbcgoodfood.com/recipes/chorizo-orzo-sweetcorn-summer-stew
