cuisine	types	name	ingredients	difficulty	health_banners
['british']	['dinner', 'main-course', 'supper']	Kidney bean curry	['1 tbsp vegetable oil', '1 onion, finely chopped', '2 garlic cloves, finely chopped', 'thumb-sized piece of ginger, peeled and finely chopped', '1 small pack coriander, stalks finely chopped, leaves roughly shredded', '1 tsp ground cumin', '1 tsp ground paprika', '2 tsp garam masala', '400g can chopped tomatoes', '400g can kidney beans, in water', 'cooked basmati rice, to serve']	Easy	['Freezable', 'Gluten-free', 'Healthy', 'Vegan', 'Vegetarian']
['italian']	['dinner', 'lunch', 'main-course']	Vegetarian lasagne	['3 red peppers, cut into large chunks', '2 aubergines, cut into ½ cm thick slices', '8 tbsp olive oil, plus extra for the dish', '300g lasagne sheets', '125g mozzarella', 'handful cherry tomatoes, halved', '1 tbsp olive oil', '2 onions, finely chopped', '2 garlic cloves, sliced', '1 carrot, roughly chopped', '2 tbsp tomato purée', '200ml white wine', '3 x 400g cans chopped tomatoes', '1 bunch of basil, leaves picked', '85g butter', '85g plain flour', '750ml milk']	Easy	['Freezable', 'Vegetarian']
['eastern-european']	['dinner', 'main-course']	Mushroom stroganoff	['2 tsp olive oil', '1 onion, finely chopped', '1 tbsp sweet paprika', '2 garlic cloves, crushed', '300g mixed mushrooms, chopped', '150ml low-sodium beef or vegetable stock', '1 tbsp Worcestershire sauce, or vegetarian alternative', '3 tbsp half-fat soured cream', 'small bunch of parsley, roughly chopped', '250g pouch cooked  wild rice']	Easy	['Vegetarian']
	['dinner', 'fish-course', 'main-course', 'supper']	Creamy salmon, leek & potato traybake	['250g baby potatoes, thickly sliced', '2 tbsp olive oil', '1 leek, halved, washed and sliced', '1 garlic clove, crushed', '70ml double cream', '1 tbsp capers, plus extra to serve', '1 tbsp chives, plus extra to serve', '2 skinless salmon fillets', 'mixed rocket salad, to serve (optional)']	Easy	['Gluten-free']
['british']	['afternoon-tea', 'treat']	Gluten-free lemon drizzle cake	['200g butter, softened', '200g golden caster sugar', '4 eggs', '175g ground almond (switch for polenta or wheat-free flour to make this recipe nut-free)', '250g mashed potato', 'zest 3 lemons', '2 tsp gluten-free baking powder', '4 tbsp granulated sugar', 'juice 1 lemon']	Easy	['Freezable (without drizzle)', 'Gluten-free', 'Nut-free']
['indian']	['dinner', 'main-course']	Chicken jalfrezi	['½ large onion, roughly chopped', '2 garlic cloves, chopped', '1 green chilli, finely chopped', 'vegetable oil, for frying', '400g can plum tomatoes', '1 tbsp ground coriander', '1 tbsp ground cumin', '1 tsp turmeric', '2-3 chicken breasts, diced', '1 tsp ground cumin', '1 tsp ground coriander', '1 tsp turmeric', '½ large onion, sliced', '1 red pepper, chopped', '2 red chillies, finely chopped (optional)', '2 tsp garam masala', 'handful of fresh, chopped coriander leaves', 'cooked basmati rice or naan bread to serve']	Easy	['Freezable (sauce only)', 'Gluten-free', 'Healthy']
	['breakfast', 'brunch']	American pancakes	['200g self-raising flour', '1 ½ tsp baking powder', '1 tbsp golden caster sugar', '3 large eggs', '25g melted butter, plus extra for cooking', '200ml milk', 'vegetable oil, for cooking', 'maple syrup', 'toppings of your choice, such as  cooked bacon, chocolate chips, blueberries or peanut butter and jam']	Easy	['Vegetarian']
	['dinner', 'supper']	Bean & halloumi stew	['3 tbsp olive oil', '1 onion, thinly sliced', '1 red pepper, thinly sliced', '2 garlic cloves, crushed', '3 tbsp red chilli pesto, sundried tomato pesto or vegan alternative', '1 heaped tsp ground coriander', '400g can mixed beans, drained and rinsed', '400g can chopped tomatoes', '½ x 250g block halloumi, sliced', '½ small bunch of coriander, finely chopped', 'garlic bread, to serve (optional)']	Easy	['Freezable (stew only)', 'Vegetarian']
['italian']	['main-course', 'supper']	Lentil bolognese	['3 tbsp olive oil', '2 onions, finely chopped', '3 carrots, finely chopped', '3 celery sticks, finely chopped', '3 garlic cloves, crushed', '500g bag dried red lentils', '2 x 400g cans chopped tomatoes', '2 tbsp tomato purée', '2 tsp each dried oregano and thyme', '3 bay leaves', '1l vegetable stock', '500g spaghetti', 'parmesan or vegetarian cheese, grated, to serve']	Easy	['Easily doubled', 'Freezable', 'Healthy', 'High-protein', 'Vegetarian']
['indian']	['dinner', 'main-course']	Indian butternut squash curry	['200g brown basmati rice', '1 tbsp olive oil', '1 butternut squash, diced', '1 red onion, diced', '2 tbsp mild curry paste', '300ml vegetable stock', '4 large tomatoes, roughly chopped', '400g can chickpeas, rinsed and drained', '3 tbsp fat-free Greek yogurt', 'small handful coriander, chopped']	Easy	['Freezable', 'Healthy', 'Vegetarian']
['french']	['afternoon-tea', 'lunch', 'main-course', 'snack', 'supper']	Roasted tomato, basil & parmesan quiche	['300g cherry tomatoes', 'drizzle olive oil', '50g parmesan (or vegetarian alternative), grated ', '2 eggs', '284ml pot double cream', 'handful basil  leaves, shredded, plus a few small ones left whole for scattering', '280g plain flour, plus extra for dusting', '140g cold butter, cut into pieces']	Easy	['Vegetarian']
	['afternoon-tea', 'dessert', 'treat']	Yummy golden syrup flapjacks	['250g jumbo porridge oats', '125g butter, plus extra for the tin', '125g light brown sugar', '2-3 tbsp golden syrup (depending on how gooey you want it)']	Easy	['Vegetarian']
	['afternoon-tea', 'dessert', 'treat']	Fruit scones	['350g self-raising flour, plus more for dusting', '¼ tsp salt', '1 tsp baking powder', '85g butter, cut into cubes', '3 tbsp caster sugar', '175ml milk', '1 tsp vanilla extract', 'squeeze of  lemon juice', '100g sultanas', 'beaten  egg to glaze', 'jam and clotted cream, to serve']	Easy	['Vegetarian']
	['lunch', 'soup', 'starter', 'supper']	Mushroom soup	['90g butter', '2 medium onions, roughly chopped', '1 garlic clove, crushed ', '500g mushrooms, finely chopped (chestnut or button mushrooms work well)', '2 tbsp plain flour', '1l hot chicken stock', '1 bay leaf', '4 tbsp single cream', 'small handful flat-leaf parsley, roughly chopped, to serve (optional)']	Easy	['Freezable']
['eastern-european']	['dinner', 'main-course']	Paprika pork	['1 tbsp olive oil', '2 onions, finely sliced', '400g pork fillet, trimmed of any fat, cut into thick strips', '250g pack mushroom, sliced', '1 ½ tbsp smoked paprika', '1 tbsp tomato purée', '200ml chicken stock', '100ml soured cream', 'egg noodles, tagliatelle or rice, to serve']	Easy	['Healthy']
	['afternoon-tea', 'dessert', 'treat']	Easy chocolate cake	['200g golden caster sugar', '200g unsalted butter, softened plus extra for the tins', '4 large eggs', '200g self-raising flour', '2 tbsp cocoa powder', '1 tsp baking powder', '½ tsp vanilla extract', '2 tbsp milk', '100g milk chocolate, chopped', '200g butter, softened', '400g icing sugar', '5 tbsp cocoa powder', '2 tbsp milk', '50g dark chocolate', '25g milk chocolate', '25g white chocolate']	Easy	['Freezable (sponges only)', 'Vegetarian']
['indian']	['dinner', 'main-course', 'supper']	Chickpea curry	['2 tbsp oil', '1 onion, diced', '1 tsp fresh or dried chilli, to taste', '9 garlic cloves (approx 1 small bulb of garlic)', 'thumb-sized piece ginger, peeled', '1 tbsp ground coriander', '2 tbsp ground cumin', '1 tbsp garam masala', '2 tbsp tomato purée', '2 x 400g cans chickpeas, drained', '400g can chopped tomatoes', '100g creamed coconut', '½ small pack coriander, chopped, plus extra to garnish', '100g spinach', 'cooked rice and/or dahl']	Easy	['Freezable', 'Gluten-free', 'Vegan', 'Vegetarian']
	['dinner', 'main-course', 'supper']	Chicken & chorizo ragu	['120g cooking chorizo, chopped', '1 red onion, chopped', '2 garlic cloves, grated', '1 tsp hot smoked paprika', '80g sundried tomatoes, roughly chopped', '600g skinless and boneless chicken thighs', '400g can chopped tomatoes', '100ml chicken stock', '1 lemon, juiced', 'jacket potatoes, chopped parsley and soured cream, to serve (optional)']	Easy	['Freezable']
['italian']	['dinner', 'main-course']	Ultimate spaghetti carbonara recipe	['100g pancetta', '50g pecorino cheese', '50g parmesan', '3 large eggs', '350g spaghetti', '2 plump garlic cloves, peeled and left whole', '50g unsalted butter', 'sea salt and freshly ground black pepper']	Easy	[]
['french']	['dinner', 'main-course', 'supper']	Mustard-stuffed chicken	['125g ball mozzarella, torn into small pieces', '50g strong cheddar, grated', '1 tbsp wholegrain mustard', '4 skinless boneless chicken breast fillets', '8 smoked streaky bacon rashers']	Easy	['Easily doubled', 'Easily halved']
	['dessert']	Cupcake recipe	['110g softened butter', '110g golden caster sugar', '2 large eggs', '½ tsp vanilla extract', '110g self-raising flour', '150g softened butter', '300g icing sugar', '1 tsp vanilla extract', '3 tbsp milk', 'food colouring paste of your choice (optional) ']	Easy	['Freezable (Can be frozen without the icing )', 'Vegetarian']
['indian']	['dinner', 'main-course']	Home-style chicken curry	['1 large onion', '6 garlic cloves, roughly chopped', '50g ginger, roughly chopped', '4 tbsp vegetable oil', '2 tsp cumin seeds', '1 tsp fennel seeds', '5cm cinnamon stick', '1 tsp chilli flakes', '1 tsp garam masala', '1 tsp turmeric', '1 tsp caster sugar', '400g can chopped tomatoes', '8 chicken thighs,  skinned, boneless (about 800g)', '250ml hot chicken stock', '2 tbsp chopped coriander']	Easy	['Freezable']
['italian']	['side-dish']	Focaccia	['500g strong bread flour, plus extra for dusting ', '7g dried fast action yeast', '2 tsp fine sea salt', '5 tbsp olive oil, plus extra for the tin and to serve', '1 tsp flaky sea salt', '¼ small bunch of rosemary, sprigs picked ']	Easy	['Freezable', 'Dairy-free', 'Egg-free', 'Vegan', 'Vegetarian']
['british']	['dinner', 'main-course']	Beef stew	['2 celery sticks, thickly sliced', '1 onion, chopped', '2 really big  carrots, halved lengthways then very chunkily sliced', '5 bay leaves', '2 thyme sprigs, 1 whole and 1 leaves picked', '1 tbsp vegetable oil', '1 tbsp butter', '2 tbsp plain flour', '2 tbsp tomato purée', '2 tbsp Worcestershire sauce', '2 beef stock cubes, crumbled', '850g stewing beef (featherblade or brisket works nicely), cut into nice large chunks']	Easy	['Freezable']
	['dinner', 'main-course', 'pasta']	Sausage ragu	['3 tbsp olive oil', '1 onion, finely chopped', '2 large garlic cloves, crushed', '¼ tsp chilli flakes', '2 rosemary sprigs, leaves finely chopped', '2 x 400g cans chopped tomatoes', '1 tbsp brown sugar', '6 pork sausages', '150ml whole milk', '1 lemon, zested', '350g rigatoni pasta', 'grated parmesan and ½ small bunch parsley, leaves roughly chopped, to serve']	Easy	['Freezable']
['british']	['dinner', 'main-course']	Cottage pie	['3 tbsp olive oil', '1¼kg beef mince', '2 onions, finely chopped', '3 carrots, chopped', '3 celery sticks, chopped', '2 garlic cloves, finely chopped', '3 tbsp plain flour', '1 tbsp tomato purée', 'large glass of red wine (optional)', '850ml beef stock', '4 tbsp Worcestershire sauce', 'a few thyme sprigs', '2 bay leaves', '1.8kg potatoes, chopped', '225ml milk', '25g butter', '200g strong cheddar, grated', 'freshly grated  nutmeg']	Easy	['Freezable']
['indian']	['dinner', 'lunch', 'supper']	Chicken satay salad	['1 tbsp tamari', '1 tsp medium curry powder', '¼ tsp ground cumin', '1 garlic clove, finely grated', '1 tsp clear honey', '2 skinless chicken breast fillets (or use turkey breast)', '1 tbsp crunchy peanut butter (choose a sugar-free version with no palm oil, if possible)', '1 tbsp sweet chilli sauce', '1 tbsp lime juice', 'sunflower oil, for wiping the pan', '2 Little Gem lettuce hearts, cut into wedges', '¼ cucumber, halved and sliced', '1 banana shallot, halved and thinly sliced', 'coriander, chopped', 'seeds from ½ pomegranate']	Easy	['Healthy']
['british']	['dinner', 'main-course']	Toad-in-the-hole	['12 chipolatas', '1 tbsp sunflower oil', '140g plain flour', '2 eggs', '175ml semi-skimmed milk']	Easy	[]
	['afternoon-tea', 'breakfast', 'brunch', 'dessert', 'treat']	Vegan banana bread	['3 large black  bananas', '75ml vegetable oil or sunflower oil, plus extra for the tin', '100g brown sugar', '225g plain flour (or use self-raising flour and reduce the baking powder to 2 heaped tsp)', '3 heaped tsp baking powder', '3 tsp cinnamon or mixed spice', '50g dried fruit or nuts (optional)']	Easy	['Dairy-free', 'Egg-free', 'Vegan', 'Vegetarian']
['british']	['dinner', 'main-course', 'supper']	Kidney bean curry	['1 tbsp vegetable oil', '1 onion, finely chopped', '2 garlic cloves, finely chopped', 'thumb-sized piece of ginger, peeled and finely chopped', '1 small pack coriander, stalks finely chopped, leaves roughly shredded', '1 tsp ground cumin', '1 tsp ground paprika', '2 tsp garam masala', '400g can chopped tomatoes', '400g can kidney beans, in water', 'cooked basmati rice, to serve']	Easy	['Freezable', 'Gluten-free', 'Healthy', 'Vegan', 'Vegetarian']
['italian']	['dinner', 'lunch', 'main-course']	Vegetarian lasagne	['3 red peppers, cut into large chunks', '2 aubergines, cut into ½ cm thick slices', '8 tbsp olive oil, plus extra for the dish', '300g lasagne sheets', '125g mozzarella', 'handful cherry tomatoes, halved', '1 tbsp olive oil', '2 onions, finely chopped', '2 garlic cloves, sliced', '1 carrot, roughly chopped', '2 tbsp tomato purée', '200ml white wine', '3 x 400g cans chopped tomatoes', '1 bunch of basil, leaves picked', '85g butter', '85g plain flour', '750ml milk']	Easy	['Freezable', 'Vegetarian']
['eastern-european']	['dinner', 'main-course']	Mushroom stroganoff	['2 tsp olive oil', '1 onion, finely chopped', '1 tbsp sweet paprika', '2 garlic cloves, crushed', '300g mixed mushrooms, chopped', '150ml low-sodium beef or vegetable stock', '1 tbsp Worcestershire sauce, or vegetarian alternative', '3 tbsp half-fat soured cream', 'small bunch of parsley, roughly chopped', '250g pouch cooked  wild rice']	Easy	['Vegetarian']
	['dinner', 'fish-course', 'main-course', 'supper']	Creamy salmon, leek & potato traybake	['250g baby potatoes, thickly sliced', '2 tbsp olive oil', '1 leek, halved, washed and sliced', '1 garlic clove, crushed', '70ml double cream', '1 tbsp capers, plus extra to serve', '1 tbsp chives, plus extra to serve', '2 skinless salmon fillets', 'mixed rocket salad, to serve (optional)']	Easy	['Gluten-free']
['british']	['afternoon-tea', 'treat']	Gluten-free lemon drizzle cake	['200g butter, softened', '200g golden caster sugar', '4 eggs', '175g ground almond (switch for polenta or wheat-free flour to make this recipe nut-free)', '250g mashed potato', 'zest 3 lemons', '2 tsp gluten-free baking powder', '4 tbsp granulated sugar', 'juice 1 lemon']	Easy	['Freezable (without drizzle)', 'Gluten-free', 'Nut-free']
['indian']	['dinner', 'main-course']	Chicken jalfrezi	['½ large onion, roughly chopped', '2 garlic cloves, chopped', '1 green chilli, finely chopped', 'vegetable oil, for frying', '400g can plum tomatoes', '1 tbsp ground coriander', '1 tbsp ground cumin', '1 tsp turmeric', '2-3 chicken breasts, diced', '1 tsp ground cumin', '1 tsp ground coriander', '1 tsp turmeric', '½ large onion, sliced', '1 red pepper, chopped', '2 red chillies, finely chopped (optional)', '2 tsp garam masala', 'handful of fresh, chopped coriander leaves', 'cooked basmati rice or naan bread to serve']	Easy	['Freezable (sauce only)', 'Gluten-free', 'Healthy']
	['breakfast', 'brunch']	American pancakes	['200g self-raising flour', '1 ½ tsp baking powder', '1 tbsp golden caster sugar', '3 large eggs', '25g melted butter, plus extra for cooking', '200ml milk', 'vegetable oil, for cooking', 'maple syrup', 'toppings of your choice, such as  cooked bacon, chocolate chips, blueberries or peanut butter and jam']	Easy	['Vegetarian']
	['dinner', 'supper']	Bean & halloumi stew	['3 tbsp olive oil', '1 onion, thinly sliced', '1 red pepper, thinly sliced', '2 garlic cloves, crushed', '3 tbsp red chilli pesto, sundried tomato pesto or vegan alternative', '1 heaped tsp ground coriander', '400g can mixed beans, drained and rinsed', '400g can chopped tomatoes', '½ x 250g block halloumi, sliced', '½ small bunch of coriander, finely chopped', 'garlic bread, to serve (optional)']	Easy	['Freezable (stew only)', 'Vegetarian']
