cuisine	types	name	ingredients	difficulty	health_banners
['brazilian']	['main-course']	Brazilian pork stew with corn dumplings	['900g pork shoulder, cut into 4cm chunks', '2 tbsp sunflower oil', '2 onions, finely chopped', '2 celery sticks, finely chopped', '3 bay leaves', '1 tbsp oregano leaves (or 2 tsp dried), plus extra, to serve', '1 tbsp ground cumin', '1 tbsp ground coriander', '1 tbsp allspice', '1 stock cube (beef, pork or chicken)', '2 x 400g cans chopped tomatoes', '1 tbsp cocoa powder', '2 tbsp soft dark brown or muscovado sugar', '3 tbsp red wine vinegar', 'zest and juice 2 oranges', '2 red chillies, halved lengthways - seeds in or out, depending on whether you like it spicy', 'bunch spring onions, finely sliced', '400g sweet potatoes, peeled and cut into 3-4cm/1.25in - 1.5in chunks', '2 red peppers, deseeded and cut into chunks', '2 x 400g cans black beans, drained and rinsed', '100g cold butter, diced', '200g self-raising flour', '140g cornmeal or finely ground polenta, plus extra for dusting', '½ tsp bicarbonate of soda', '140g sweetcorn, from a can, drained, or freshly cut from a cob (just boil for 3 mins first)', '75ml buttermilk', '1 medium egg, beaten']	Easy	['Freezable (before adding dumplings)']
	['breakfast', 'brunch', 'lunch', 'supper']	Breakfast naans	['1 tbsp vegetable or sunflower oil', '2 eggs', '2 small naan breads', '4 tbsp low-fat cream cheese', '2 tbsp mango chutney', '1 avocado, halved and sliced', '½ lime, juiced', '1 green chilli', 'small handful coriander, leaves picked']	Easy	['Vegetarian']
	['dinner', 'main-course', 'supper']	Beef & ale stew	['3 tbsp vegetable oil', '1 ½kg braising beef, cut into 3.5cm pieces', '4 large onions, thickly sliced', '3 tbsp plain flour', '500ml stout', '800ml beef stock', '6 thyme sprigs', '450g chestnut mushrooms, halved', 'handful parsley, to serve']	Easy	['Freezable']
['british']	['dinner', 'side-dish']	Rough-puff pastry	['250g strong plain flour', '1 tsp fine sea salt', '250g butter, at room temperature, but not soft', 'about  cold water']	More effort	['Freezable']
	['breakfast', 'snack']	Oat & cranberry bars	['100g self raising flour', '100g porridge oats', '100g light muscovado sugar', '100g dried cranberries', '100g butter, melted', '1 tbsp golden syrup', '1large egg, beaten', '1 tsp vanilla extract or almond extract', '3 tbsp flaked almonds', 'icing sugar, for dusting']	Easy	[]
	['dessert']	Courgette & lime cake	['200g light brown soft sugar', '200ml vegetable or sunflower oil, plus extra for the tin', '4 eggs', '175g self-raising flour', '½ tsp baking powder', '75g shelled pistachios, ground', '1 medium courgette (about 150g), grated', '2 limes, zested and juiced', '275g soft cheese', '100g icing sugar', '1 lime, zested and juiced', '25g shelled pistachios, roughly chopped']	Easy	['Freezable (sponge only)']
	['dinner', 'supper']	Crispy chicken & pineapple tacos	['6 skin-on boneless  chicken thighs', '2 tsp smoked paprika', '2 tsp ground  coriander', '2½ tbsp  olive oil', '3 tbsp mayonnaise', '100ml soured cream', '½ tbsp  chipotle paste', '1 large, ripe  avocado', '1 lime, juiced', '8 small flour  tortillas', '½ medium  pineapple', '½ small  red onion, finely chopped', '1 red chilli, finely chopped', 'small bunch of  coriander, finely chopped', '1 lime, juiced']	Easy	[]
['spanish']	['main-course', 'supper']	Shakshuka	['1 tbsp olive oil', '2 red onions, chopped', '1 red chilli, deseeded and finely chopped', '1 garlic clove, sliced', 'small bunch coriander stalks and leaves chopped separately', '2 cans  cherry tomatoes', '1 tsp caster sugar', '4 eggs']	Easy	['Freezable (The sauce can be frozen for one month)', 'Gluten-free', 'Nut-free', 'Vegetarian']
	['afternoon-tea', 'dessert', 'treat']	Gingerbread men	['225g plain flour, plus extra for dusting', 'salt', '2tsp bicarbonate of soda', 'ground ginger', 'cinnamon', '75g unsalted butter', '100g soft brown sugar', '100g golden syrup']	Easy	['Vegetarian']
['thai']	['dinner', 'main-course']	Thai prawn, ginger & spring onion stir-fry	['200g raw, peeled tiger prawns from a sustainable source', '1 green Thai chilli, chopped', '3 garlic cloves, 1 crushed and 2 finely sliced', '1 bunch coriander, leaves and stalks separated', '1 tbsp caster sugar', 'juice 1 lime', '3 tbsp fish sauce', '2 tbsp groundnut oil', '3cm piece ginger, finely sliced, then shredded', '8 spring onions, finely sliced', '1 red pepper, thinly sliced', '85g water chestnuts, sliced', '100g beansprouts', '1 tbsp soy sauce', 'egg or rice noodles, to serve', 'lime wedges, to serve']	Easy	[]
	['dinner', 'main-course', 'supper']	Roast chicken & spiced rice	['1 chicken stock cube', '4 tbsp mild or medium curry paste (we used korma)', '2 tbsp butter or oil, plus extra for frying', '350g basmati rice', '1 cinnamon stick', '6-8  chicken thighs, bone-in, skin on', '1 onion, halved and sliced', '20g toasted  almonds', '350g green beans', 'handful of  coriander leaves', 'mango chutney, to serve']	Easy	[]
['indian']	['dinner', 'main-course']	Goan prawn, potato & coconut curry	['125g coconut oil', '2 onions, chopped', '5 dried red chillies (Scotch bonnet work well)', 'thumb-sized piece ginger, grated', '4 garlic cloves, grated', '6 dried curry leaves', '½ tsp mustard seeds', '30g tomato purée', '½ tsp hot chilli powder', '½ tsp turmeric', '2 x 400g cans coconut milk', '300g cauliflower (1/2 small one), broken into small florets', '1 large potato, peeled and chopped into 2cm chunks', '600g raw peeled prawns', '1 bunch spring onions, finely chopped', '1 bunch coriander, chopped', '100g salted peanuts, chopped', 'lime wedges, to serve']	Easy	['Freezable', 'Gluten-free']
	['main-course']	Slow-cooked Greek lamb	['shoulder of lamb, about 2kg', '1 garlic bulb, cloves separated but the skin left on', 'about 30g anchovies', '2 tbsp olive oil', '10 tomatoes, left whole', '6 carrots, peeled but left whole', 'handful fresh sage', 'handful fresh rosemary', 'handful fresh thyme', 'tzatziki, chickpea salad and flatbreads, to serve']	Easy	['Freezable', 'Gluten-free']
['french']	['buffet', 'dessert']	Chocolate marquise	"[""300g dark chocolate, use 70%, good quality, such as Valrhona or Green & Black's"", '150g unsalted butter, softened', '150g caster sugar', '6 tbsp cocoa powder', '6 eggs', '450ml double cream', '300g box After Eights']"	More effort	['Freezable (for up to a month)', 'Vegetarian']
['italian']	['dinner', 'lunch', 'pasta', 'supper']	Tuna pasta	['350g pasta  shells', '200g pack trimmed fine beans, cut into short lengths', '200g can tuna  in oil', '1 lemon, zested', '1 heaped tbsp small capers', 'generous pinch of  chilli  flakes', 'olive oil,  for drizzling']	Easy	[]
['british']	['dinner', 'main-course']	Slow-roast pork shoulder	['1 tsp black treacle', '2 tbsp cider vinegar', '2 tsp smoked paprika', '1 tsp ground cumin', '1 tsp mustard powder', '1 tsp chilli powder', '2.7kg boned pork shoulder']	More effort	['Gluten-free']
['mexican']	['dinner', 'main-course']	Mexican beef chilli	['up to 6 tbsp sunflower oil', '4kg stewing beef', '4 white onions, sliced', '4 tbsp chipotle paste', '8 garlic cloves, crushed', '50g ginger, grated', '1 tbsp ground cumin', '2 tsp ground cinnamon', '1 tbsp plain flour', '2l beef stock', '3 x 400g cans chopped tomatoes', '1 tbsp dried oregano', '5 x 400g cans pinto or kidney beans, drained']	Easy	['Freezable']
	['side-dish']	Air-fried chips	['4-5 large potatoes, about 1kg', '1 tbsp sunflower or  olive oil']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Healthy', 'Vegan', 'Vegetarian']
	['dinner', 'main-course', 'supper']	Roast chicken & spiced rice	['1 chicken stock cube', '4 tbsp mild or medium curry paste (we used korma)', '2 tbsp butter or oil, plus extra for frying', '350g basmati rice', '1 cinnamon stick', '6-8  chicken thighs, bone-in, skin on', '1 onion, halved and sliced', '20g toasted  almonds', '350g green beans', 'handful of  coriander leaves', 'mango chutney, to serve']	Easy	[]
['indian']	['dinner', 'main-course']	Goan prawn, potato & coconut curry	['125g coconut oil', '2 onions, chopped', '5 dried red chillies (Scotch bonnet work well)', 'thumb-sized piece ginger, grated', '4 garlic cloves, grated', '6 dried curry leaves', '½ tsp mustard seeds', '30g tomato purée', '½ tsp hot chilli powder', '½ tsp turmeric', '2 x 400g cans coconut milk', '300g cauliflower (1/2 small one), broken into small florets', '1 large potato, peeled and chopped into 2cm chunks', '600g raw peeled prawns', '1 bunch spring onions, finely chopped', '1 bunch coriander, chopped', '100g salted peanuts, chopped', 'lime wedges, to serve']	Easy	['Freezable', 'Gluten-free']
['cajun-creole']	['main-course']	Cajun grilled chicken with lime black-eyed bean salad & guacamole	['1 tsp rapeseed oil', '½ tsp dried oregano', '½ tsp dried thyme', '1 tsp smoked or regular paprika', '¼ tsp cayenne pepper', '1 garlic clove, finely chopped', '4 skinless, boneless chicken breasts (each weighing 140g)', '200g black-eyed bean from a can, drained (or butter or cannellini beans)', '2 tomatoes, deseeded and diced', '85g sweetcorn from a can, drained', '2 spring onions, trimmed and finely chopped', '25g semi-dried tomato in oil from a jar, roughly chopped', 'zest and juice 1 lime', 'small handful coriander, finely chopped', '1 avocado, stoned and peeled', '¼ red chilli, deseeded and finely chopped', '½ tbsp olive oil', 'juice 1  lime', 'small handful coriander, finely chopped']	Easy	['Dairy-free', 'Egg-free', 'Gluten-free', 'Healthy']
	['dinner', 'main-course', 'supper']	Beef & ale stew	['3 tbsp vegetable oil', '1 ½kg braising beef, cut into 3.5cm pieces', '4 large onions, thickly sliced', '3 tbsp plain flour', '500ml stout', '800ml beef stock', '6 thyme sprigs', '450g chestnut mushrooms, halved', 'handful parsley, to serve']	Easy	['Freezable']
['british']	['dinner', 'main-course']	Crispy topped Cumberland pie	['2 celery sticks, sliced into 1cm pieces', '1 onion, chopped', '2 really big  carrots, halved lengthways then chunkily sliced', '5 bay leaves', '3 thyme sprigs', '2 tbsp vegetable oil', '1 tbsp butter', '2 tbsp each plain flour,  tomato purée and Worcestershire sauce', '2 beef stock cubes, crumbled', '850g feather blade  beef, or other braising cut, cut into large chunks', '850g large potato', '25g each mature cheddar and  parmesan, finely grated']	Easy	['Freezable (Freeze assembled or cooked)']
	['lunch']	Beetroot, cumin & coriander soup with yogurt and hazelnut dukkah	['2 tbsp olive oil', '2 red onions, cut into wedges', '1kg raw beetroot, peeled and cut into wedges', '1 tsp chilli flakes', '1 tbsp cumin seeds, plus 1 tsp', '1 ½ tbsp coriander seeds', '1 tbsp red wine vinegar', '1.2l vegetable stock (we used Bouillon)', '30g hazelnuts', '1 tbsp sesame seeds', '4 tbsp natural yogurt']	Easy	['Freezable', 'Healthy', 'Vegetarian']
	['dinner', 'main-course']	Jerk chicken & pineapple traybake	['6 chicken thighs, skin on and bone in', '90g jerk paste', '3 limes, 1 zested and juiced, 2 cut into wedges, to serve', '1 pineapple, peeled, cored and chopped into chunks', '2 sweet potatoes, peeled and chopped into chunks', '1 red pepper, sliced', '300g wholegrain rice', '400g can black beans', '1 tbsp coconut oil', 'few thyme sprigs, leaves picked', '3 Little Gem lettuces, sliced']	Easy	[]
['british']	['dinner', 'main-course']	Tomato & harissa stew with cheddar dumplings	['1 tbsp sunflower oil', '1 onion, chopped', '4 celery sticks, thickly sliced', '400g can plum tomato', '1 tbsp harissa', '2 large courgettes, halved lengthways and thickly sliced', '400g can  chickpea, drained', '1 vegetable stock cube', '25g butter, diced', '200g self-raising flour', '1 tsp baking powder', '75g extra mature cheddar, finely grated', '100ml milk']	Easy	['Vegetarian']
['thai']	['dinner', 'main-course']	Thai prawn, ginger & spring onion stir-fry	['200g raw, peeled tiger prawns from a sustainable source', '1 green Thai chilli, chopped', '3 garlic cloves, 1 crushed and 2 finely sliced', '1 bunch coriander, leaves and stalks separated', '1 tbsp caster sugar', 'juice 1 lime', '3 tbsp fish sauce', '2 tbsp groundnut oil', '3cm piece ginger, finely sliced, then shredded', '8 spring onions, finely sliced', '1 red pepper, thinly sliced', '85g water chestnuts, sliced', '100g beansprouts', '1 tbsp soy sauce', 'egg or rice noodles, to serve', 'lime wedges, to serve']	Easy	[]
	['starter']	Dough balls with garlic butter	['50g butter', '300g strong white bread flour', '7g sachet dried yeast', '1 tbsp caster sugar', 'oil, for the bowl and baking sheet', '100g butter', '1 garlic clove, crushed', 'crudités and cured meat, to serve (optional)']	Easy	[]
	['dinner']	Air fryer chicken thighs	['1 tsp paprika', '½ tsp  mixed herbs', '½ tsp  garlic granules (optional)', '4 chicken thighs, bone in', '1 tsp olive oil']	Easy	['Gluten-free']
	['main-course']	Slow-cooked Greek lamb	['shoulder of lamb, about 2kg', '1 garlic bulb, cloves separated but the skin left on', 'about 30g anchovies', '2 tbsp olive oil', '10 tomatoes, left whole', '6 carrots, peeled but left whole', 'handful fresh sage', 'handful fresh rosemary', 'handful fresh thyme', 'tzatziki, chickpea salad and flatbreads, to serve']	Easy	['Freezable', 'Gluten-free']
['british']	['dinner', 'lunch', 'main-course', 'soup', 'starter']	Real tomato soup	['2 tbsp olive oil', '1 onion, chopped', '1 garlic clove, finely chopped', '1 tbsp tomato purée', '400g can chopped tomato', 'handful basil leaf', 'pinch bicarbonate of soda', '600ml milk']	Easy	['Easily doubled', 'Easily halved', 'Freezable (Counts as 1 of 5-a-day)']
['chinese']	['condiment']	Sweet & sour sauce	['200ml pineapple juice', '100g light brown soft sugar', '4 tbsp tomato ketchup', '2 tbsp soy sauce', '3 tbsp rice wine vinegar', '1 tbsp cornflour']	Easy	['Dairy-free', 'Egg-free', 'Vegan', 'Vegetarian']
	['dessert', 'treat']	Mango sorbet	['3 large, ripe  mangoes', '200g caster sugar', '1 lime, juiced']	Easy	['Freezable', 'Dairy-free', 'Egg-free', 'Gluten-free', 'Vegan']
['mediterranean']	['dinner', 'main-course']	Rosemary chicken with oven-roasted ratatouille	['1 aubergine, cut into chunky pieces', '2 courgettes, sliced into half-moons', '3 mixed peppers, deseeded and roughly chopped', '2 tsp finely chopped rosemary, plus 4 small sprigs', '2 large garlic cloves, crushed', '3 tbsp olive oil', '4 skinless, boneless chicken breasts', '250g cherry or baby plum tomato, halved']	Easy	['Healthy']
	['dessert']	Christmas sticky toffee pudding	['250g dates, pitted and finely chopped', '100g raisins', '200ml golden or spiced rum', '150g butter, softened, plus extra for the basin', '50g light muscovado sugar', '3 large eggs, beaten', '375g self-raising flour', '½ tsp  mixed spice', '1 tsp ground cinnamon', '50ml milk', 'vanilla custard or ice cream, to serve', '75g light muscovado sugar', '2 tbsp treacle', '2 tbsp golden syrup', '75g butter', '150ml double cream']	Easy	['Vegetarian']
['british']	['afternoon-tea', 'condiment']	Strawberry jam	['1kg hulled strawberry', '750g jam sugar', 'juice 1  lemon', 'small knob of butter (optional)']	Easy	['Freezable']
['british']	['afternoon-tea', 'snack', 'treat']	Glamorous fairy cakes	['140g butter, very well softened', '140g golden caster sugar', '3  medium eggs', '100g self-raising flour', '25g  custard powder or cornflour', '600g icing sugar, sifted', '6 tbsp water, or half water and half lemon juice, strained', 'edible green and pink food colourings', 'crystallised violets', 'crystallised roses  or rose petals', 'edible wafer flowers']	More effort	['Freezable (Freeze un-iced)']
['british']	['afternoon-tea', 'treat']	Coffee cream & walnut cupcakes	"['100g butter, well softened', '100g light muscovado sugar', '100g self-raising flour', '2 large eggs', '2 tsp instant coffee, mixed with 100ml/3½fl oz boiling water, then cooled', '25g walnut half, chopped, plus 12 more for the tops', ""200ml tub mascarpone (you'll find this with the soft cheeses)"", '2 tbsp light muscovado sugar']"	Easy	['Freezable (Can be frozen un-iced)']
	['afternoon-tea', 'dessert', 'treat']	Bakewell tart	['250g plain flour, plus extra for rolling out', '¼ tsp fine  sea salt', '2 tbsp icing sugar', '140g cold  butter, cubed', '2 egg yolks, beaten', 'cream or custard, to serve (optional)', '100g salted  butter, softened', '100g caster sugar', '50g ground  almonds', '1 tsp almond extract', '2 medium eggs, beaten ', '3 tbsp raspberry jam', '50g flaked  almonds', '80g icing sugar']	Easy	['Vegetarian']
['american']	['breakfast', 'brunch', 'dessert', 'dinner', 'lunch']	American-style pineapple & banana pancakes	['100g/4oz fresh or drained canned  pineapple', '1 banana, sliced', '100g self-raising flour', '1 tsp baking powder', '1 tsp cinnamon', '3 tbsp light muscovado sugar', '1 egg', '100ml milk', 'sunflower oil, for frying', 'Greek  yogurt  and maple syrup, to serve']	Easy	['Vegetarian']
